epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,1389.35,1.27407,0.8877,1.15567,0.7909,0.74099,0.77961,0.39338,1.37859,0.8193,1.22135,0.004786,0.004786,0.004786
160,1397.91,1.26377,0.88489,1.14894,0.82374,0.74276,0.80026,0.40779,1.37098,0.83545,1.22875,0.004753,0.004753,0.004753
161,1406.45,1.22595,0.85289,1.13549,0.81608,0.74555,0.80606,0.42503,1.363,0.79363,1.234,0.00472,0.00472,0.00472
162,1415.03,1.28145,0.89068,1.16154,0.83555,0.7611,0.81517,0.4411,1.33175,0.78395,1.20737,0.004687,0.004687,0.004687
163,1423.6,1.25501,0.87239,1.15989,0.84507,0.72039,0.79533,0.40121,1.39373,0.81731,1.2534,0.004654,0.004654,0.004654
164,1432.13,1.24163,0.87,1.14182,0.81401,0.75469,0.8027,0.41791,1.35841,0.78852,1.23273,0.004621,0.004621,0.004621
165,1440.67,1.22151,0.83909,1.12848,0.8208,0.73637,0.79627,0.38769,1.3968,0.81891,1.26428,0.004588,0.004588,0.004588
166,1449.25,1.20913,0.8388,1.12379,0.73246,0.68097,0.74997,0.3832,1.34789,0.81457,1.19216,0.004555,0.004555,0.004555
167,1457.81,1.23197,0.86223,1.14121,0.80781,0.75559,0.79892,0.42408,1.33288,0.78841,1.21935,0.004522,0.004522,0.004522
168,1466.37,1.25038,0.85773,1.14523,0.79649,0.72495,0.77854,0.40238,1.3404,0.81126,1.19945,0.004489,0.004489,0.004489
169,1474.93,1.229,0.84551,1.14093,0.84563,0.73262,0.78824,0.42322,1.31506,0.787,1.19918,0.004456,0.004456,0.004456
170,1483.51,1.2443,0.85074,1.14016,0.82763,0.71661,0.78642,0.41643,1.35743,0.79563,1.24597,0.004423,0.004423,0.004423
171,1492.14,1.22892,0.83146,1.13433,0.79774,0.75769,0.80776,0.421,1.35349,0.79352,1.24513,0.00439,0.00439,0.00439
172,1500.7,1.22169,0.84809,1.13415,0.80431,0.71611,0.78345,0.39786,1.35113,0.81655,1.19602,0.004357,0.004357,0.004357
173,1509.26,1.24222,0.84074,1.13917,0.81117,0.75784,0.80052,0.42384,1.35792,0.7709,1.24035,0.004324,0.004324,0.004324
174,1517.82,1.23482,0.8372,1.14081,0.79667,0.69341,0.75947,0.34939,1.45384,0.84128,1.27579,0.004291,0.004291,0.004291
175,1526.38,1.20381,0.83729,1.13559,0.82554,0.74217,0.79828,0.44193,1.32231,0.76954,1.22143,0.004258,0.004258,0.004258
176,1534.94,1.23228,0.84615,1.14684,0.73832,0.7212,0.74172,0.38604,1.36906,0.8227,1.19975,0.004225,0.004225,0.004225
177,1543.51,1.22785,0.83619,1.13782,0.82952,0.74665,0.79374,0.41121,1.34405,0.77713,1.21719,0.004192,0.004192,0.004192
178,1552.06,1.23392,0.83605,1.12895,0.77959,0.74352,0.78499,0.40107,1.3983,0.79021,1.26726,0.004159,0.004159,0.004159
179,1560.62,1.2057,0.84196,1.13109,0.83843,0.75381,0.81311,0.44069,1.32142,0.76053,1.20284,0.004126,0.004126,0.004126
180,1569.2,1.24745,0.85447,1.14868,0.86768,0.73642,0.81829,0.43868,1.33605,0.75472,1.23436,0.004093,0.004093,0.004093
181,1577.75,1.2037,0.82058,1.11635,0.7876,0.71505,0.77063,0.37684,1.42853,0.82421,1.27729,0.00406,0.00406,0.00406
182,1586.33,1.21703,0.82737,1.12889,0.78999,0.76596,0.80417,0.43103,1.3298,0.75824,1.20649,0.004027,0.004027,0.004027
183,1594.91,1.20555,0.80889,1.13489,0.82928,0.74408,0.80148,0.43815,1.31445,0.7621,1.21547,0.003994,0.003994,0.003994
